name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"29.2275;-9.46785",2021-04-20,27,14.6,18.8,26.7,14.6,18.8,11.9,69.7,0,0,0,,,,25.9,33.5,262.7,1013.5,45.2,6.8,335.8,29.1,10,,2021-04-20T06:06:25,2021-04-20T19:07:31,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-04-21,23,14.7,17.9,23,14.7,17.9,12.8,73.8,0,0,0,,,,29.5,33.5,302.1,1012.8,52,6.2,336,29.2,10,,2021-04-21T06:05:25,2021-04-21T19:08:07,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-04-22,27,14.6,18.8,26.3,14.6,18.8,11.9,67.5,0,0,0,,,,29.5,37.1,313.1,1012.6,33.6,7.7,313.2,27.2,10,,2021-04-22T06:04:25,2021-04-22T19:08:43,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-04-23,24,14.4,18.6,24,14.4,18.6,13.1,72.7,0,0,0,,,,22.3,37.1,302.8,1012,46.8,7.3,330.6,28.5,10,,2021-04-23T06:03:26,2021-04-23T19:09:19,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-04-24,22,13.4,18.3,22,13.4,18.3,12.7,72.1,0.4,100,4.17,rain,,,18.4,33.5,279.2,1011.2,53.3,7.4,326.2,28.3,10,,2021-04-24T06:02:28,2021-04-24T19:09:56,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-04-25,23,12.5,17.3,23,12.5,17.3,10.9,70,0,0,0,,,,48.2,31.7,224.3,1010.9,36.9,7.5,340.1,29.3,10,,2021-04-25T06:01:31,2021-04-25T19:10:33,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-04-26,23,12.6,17.9,23,12.6,17.9,12.3,72.7,0,0,0,,,,25.9,24.1,266.9,1011.9,59.2,7.7,327.6,28.3,10,,2021-04-26T06:00:34,2021-04-26T19:11:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-04-27,23,13,17.7,23,13,17.7,12,72.2,0,0,0,,,,22.3,24.1,282.1,1010.6,30.1,7.8,319.2,27.7,10,,2021-04-27T05:59:39,2021-04-27T19:11:46,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-04-28,23,13.6,18,23,13.6,18,11.7,69.9,0,0,0,,,,24.1,29.5,286.8,1010.9,47.1,9,336.8,29,10,,2021-04-28T05:58:44,2021-04-28T19:12:23,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-04-29,24,12,17.9,24,12,17.9,11.3,69.8,0,0,0,,,,28.7,24.1,275.2,1011.3,34.1,9.5,341.2,29.5,10,,2021-04-29T05:57:50,2021-04-29T19:13:00,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-04-30,23,13.3,17.6,23,13.3,17.6,11.2,69.3,0,0,0,,,,35.3,35.3,294.5,1011.8,37.2,8.6,331.1,28.6,10,,2021-04-30T05:56:57,2021-04-30T19:13:37,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-01,23,12.7,17.3,23,12.7,17.3,9.8,64.2,0,0,0,,,,38.9,38.9,309.2,1013.7,42.6,8.4,274.8,23.6,10,,2021-05-01T05:56:05,2021-05-01T19:14:15,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-02,25,12.5,17.6,25,12.5,17.6,11.5,70.6,0,0,0,,,,29.5,33.5,262.4,1011.9,26.2,8.5,348.3,30,10,,2021-05-02T05:55:15,2021-05-02T19:14:52,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-03,24,14.2,17.4,24,14.2,17.4,11.9,72.1,0,0,0,,,,29.5,31.7,293.1,1012.2,32.8,8.7,300,25.8,9,,2021-05-03T05:54:25,2021-05-03T19:15:29,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-04,20,13.9,16.9,20,13.9,16.9,12.9,78.4,0,0,0,,,,29.5,31.3,301.7,1013.5,63.1,7.7,342.6,29.5,10,,2021-05-04T05:53:36,2021-05-04T19:16:07,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-05,19.4,14.8,17.1,19.4,14.8,17.1,14.6,85.8,0.3,100,4.17,rain,,,29.5,35.3,321.7,1013,68.2,5.7,321.3,27.8,10,,2021-05-05T05:52:48,2021-05-05T19:16:44,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-06,27,14.6,19,27.3,14.6,19,14.9,79.6,0,0,0,,,,20.5,31.7,255,1014.7,33.4,6.8,344.3,29.9,10,,2021-05-06T05:52:02,2021-05-06T19:17:22,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-07,30,15,20.8,29.4,15,20.7,14.9,73.4,0,0,0,,,,25.9,24.1,241.2,1015.3,11,8.1,338.4,29.2,10,,2021-05-07T05:51:16,2021-05-07T19:17:59,0.92,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-08,25,15.2,19,25,15.2,19,15.3,80.2,0,0,0,,,,24.1,27.7,242.4,1014.6,40.9,6.4,333.9,29.1,10,,2021-05-08T05:50:32,2021-05-08T19:18:37,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-09,24,13.9,18.5,24,13.9,18.5,12.2,69.6,0,0,0,,,,24.1,37.1,307.8,1014.4,22.6,9.6,352.6,30.5,10,,2021-05-09T05:49:48,2021-05-09T19:19:14,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-10,22,13.3,18.1,22,13.3,18.1,12.8,73.9,0.7,100,8.33,rain,,,31.7,39.8,297.5,1016.2,38.7,9.5,354.2,30.7,10,,2021-05-10T05:49:06,2021-05-10T19:19:51,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-11,23,12.8,17.6,23,12.8,17.6,11.6,70.9,0,0,0,,,,31.7,37.1,299.7,1017.1,28.9,7.8,359.9,31.2,10,,2021-05-11T05:48:25,2021-05-11T19:20:29,1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-12,28,13.5,18.5,27.2,13.5,18.5,13.1,74.3,0,0,0,,,,22.3,29.2,260.7,1016.7,26.7,7.5,353.3,30.6,10,,2021-05-12T05:47:46,2021-05-12T19:21:06,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-13,24,14.4,18.4,24,14.4,18.4,13.5,75.3,0,0,0,,,,24.1,31.7,273.6,1014.6,44.7,7.6,338,29.3,10,,2021-05-13T05:47:07,2021-05-13T19:21:43,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-14,27,14.3,19.6,26.8,14.3,19.6,13.7,71.9,0,0,0,,,,27.7,25.9,241.8,1009.8,15.6,7.1,342.1,29.5,10,,2021-05-14T05:46:30,2021-05-14T19:22:21,0.03,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-15,34,16.4,22.4,32.7,16.4,22.1,14,64.2,0,0,0,,,,33.5,33.5,222.8,1009.3,21.1,6.4,345.7,29.8,10,,2021-05-15T05:45:54,2021-05-15T19:22:58,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-16,32,15,21.8,30.6,15,21.6,14.6,68.7,0,0,0,,,,29.5,30.4,230.7,1011.7,18.8,6.5,359.1,29.8,10,,2021-05-16T06:45:19,2021-05-16T20:23:34,0.1,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-17,28,16.3,20.8,28.3,16.3,20.8,15.5,73.6,0,0,0,,,,29.5,31.7,243.2,1013.2,30.7,7.2,328.1,28.2,10,,2021-05-17T06:44:45,2021-05-17T20:24:11,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-18,27,16.7,20.2,27.3,16.7,20.2,15.7,77.3,0,0,0,,,,33.5,22.3,242.8,1013.9,58.9,5.5,264.1,22.8,9,,2021-05-18T06:44:13,2021-05-18T20:24:48,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-19,34,16.4,23.1,33,16.4,22.9,14.9,65.6,0,0,0,,,,27.7,20.5,216.2,1013,53.7,5.9,222.4,19.2,9,,2021-05-19T06:43:42,2021-05-19T20:25:24,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-20,41.1,17.6,28.6,38.3,17.6,27.8,11.1,40.6,0,0,0,,,,31.7,31,153.4,1012.3,33.9,6,316.6,27.6,10,,2021-05-20T06:43:13,2021-05-20T20:26:00,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-21,41,18.4,29.1,37.8,18.4,28.2,11.4,41.4,0,0,0,,,,37.1,33.5,192.4,1011.6,31.9,4.7,297.9,25.8,9,,2021-05-21T06:42:44,2021-05-21T20:26:36,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-22,40.1,18.7,29.3,36.8,18.7,28.4,10.2,37.4,0,0,0,,,,37.1,33.5,154.2,1011.2,17.1,4.7,237.4,20.5,8,,2021-05-22T06:42:18,2021-05-22T20:27:11,0.39,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-23,27,15.8,20.4,26.8,15.8,20.4,12.9,64,0,0,0,,,,29.5,43.2,306,1014.2,23.1,7.4,316.3,27.4,9,,2021-05-23T06:41:52,2021-05-23T20:27:46,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-24,26,13.1,18.5,26,13.1,18.5,11.3,66.9,0,0,0,,,,33.5,22.7,239,1013.7,20.8,7.1,340.5,29.4,10,,2021-05-24T06:41:28,2021-05-24T20:28:21,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-25,27,13.8,19.1,26.5,13.8,19.1,13,71.4,0,0,0,,,,33.5,27.7,251.6,1014.6,42.9,6.1,343,29.7,10,,2021-05-25T06:41:05,2021-05-25T20:28:56,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-26,21,14.7,17.3,21,14.7,17.3,14.5,84.6,1.3,100,16.67,rain,,,24.1,27.7,275.8,1015.1,52.2,5.6,348,30.1,10,,2021-05-26T06:40:43,2021-05-26T20:29:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-27,26,15.1,19.1,26,15.1,19.1,14.3,76,0.1,100,4.17,rain,,,20.5,27.7,281.5,1013,45.7,6.9,342.1,29.4,10,,2021-05-27T06:40:23,2021-05-27T20:30:03,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-28,24,16.2,19.1,24,16.2,19.1,15,78.6,0,0,0,,,,20.5,29.5,281.7,1013.5,62.1,7.1,183.1,15.9,6,,2021-05-28T06:40:04,2021-05-28T20:30:36,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-29,26,16.8,20.1,26,16.8,20.1,14.8,73.2,0,0,0,,,,24.1,16.6,244,1015.5,77,6.1,123.9,10.7,5,,2021-05-29T06:39:47,2021-05-29T20:31:09,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-30,25,17,20.5,25,17,20.5,16,76.7,0.1,100,4.17,rain,,,40.7,22.3,261.4,1014.3,86.9,4.9,175,15.1,8,,2021-05-30T06:39:31,2021-05-30T20:31:41,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-05-31,26,17,20.5,26,17,20.5,15.8,75.9,0,0,0,,,,29.5,19.4,210.7,1013.9,59.3,6.2,250.6,21.5,8,,2021-05-31T06:39:16,2021-05-31T20:32:13,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-01,26,14.9,19.1,26,14.9,19.1,14,74.9,0,0,0,,,,27.7,31.7,250.3,1013,34.6,6.6,334.4,29,10,,2021-06-01T06:39:03,2021-06-01T20:32:44,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-02,27,14,19,26.8,14,19,13.1,71.9,0,0,0,,,,25.9,29.5,236.6,1013.6,34.5,7.1,341.2,29.4,10,,2021-06-02T06:38:51,2021-06-02T20:33:14,0.76,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-03,24,14.1,18.5,24,14.1,18.5,13.5,74.3,0,0,0,,,,35.3,16.6,228.1,1017,55.4,6.8,200.1,17.3,8,,2021-06-03T06:38:41,2021-06-03T20:33:44,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-04,22,14.9,18.5,22,14.9,18.5,12.9,71.5,0,0,0,,,,27.7,42.5,306.9,1018.5,38.2,6.9,363,31.4,10,,2021-06-04T06:38:32,2021-06-04T20:34:13,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-05,27,13.7,19.5,26.8,13.7,19.5,13.3,71.2,0,0,0,,,,33.5,33.8,298.9,1017.9,33.4,7.1,361,31.2,10,,2021-06-05T06:38:24,2021-06-05T20:34:41,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-06,26,15.8,19.2,26,15.8,19.2,15,78.4,0,0,0,,,,27.7,22.3,252.5,1015.8,60.2,5.8,300.7,25.8,9,,2021-06-06T06:38:18,2021-06-06T20:35:08,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-07,31,16,21.1,30.6,16,21.1,15.7,75.3,0,0,0,,,,24.1,18.4,256.2,1015.2,76,5.7,279.8,24.1,9,,2021-06-07T06:38:13,2021-06-07T20:35:35,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-08,32,17.4,23.5,32,17.4,23.5,15.1,63,0,0,0,,,,25.9,20.5,204.3,1015.2,46.7,5.4,255.7,22,9,,2021-06-08T06:38:09,2021-06-08T20:36:01,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-09,34,17.2,27.4,33.3,17.2,27,12.3,41.6,0,0,0,,,,31.7,24.1,137.7,1014.3,27.6,6,267.8,23.1,9,,2021-06-09T06:38:07,2021-06-09T20:36:26,1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-10,42.5,21.4,32.2,39.8,21.4,30.8,9.5,27.8,0.1,100,4.17,rain,,,35.3,31.3,141.6,1012.8,50.6,5.4,166.1,14.2,6,,2021-06-10T06:38:06,2021-06-10T20:36:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-11,33,19.1,25.6,33,19.1,25.7,14.9,53.7,0,0,0,,,,33.5,22.3,197.4,1013.6,54.4,5.2,187.9,16,5,,2021-06-11T06:38:06,2021-06-11T20:37:14,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-12,32,16,22.2,29.9,16,21.9,12.1,59.8,0,0,0,,,,40.7,31.7,255.1,1015.2,27.8,6.3,354.6,30.7,10,,2021-06-12T06:38:08,2021-06-12T20:37:37,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-13,28,15.7,20.4,27.6,15.7,20.4,14.1,69.8,0,0,0,,,,27.7,33.5,291.8,1017.5,33,7.4,362.6,31.5,10,,2021-06-13T06:38:11,2021-06-13T20:37:58,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-14,28,16.2,20.4,27.8,16.2,20.4,15.1,74.2,0.1,100,4.17,rain,,,29.5,37.1,300.3,1017.8,41.9,7.2,353.1,30.5,10,,2021-06-14T06:38:15,2021-06-14T20:38:19,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-15,28,16,20.3,27.5,16,20.3,14.8,72.8,0,0,0,,,,25.9,27.7,262.4,1015.9,46.7,8.2,234.8,20.3,7,,2021-06-15T06:38:20,2021-06-15T20:38:38,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-16,26,16,20.1,26,16,20.1,13.6,69.4,0,0,0,,,,22.3,35.3,308.6,1015.2,50.6,7.9,347.3,30,10,,2021-06-16T06:38:27,2021-06-16T20:38:56,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-17,24,15.6,19.8,24,15.6,19.8,14.9,75.6,0,0,0,,,,25.9,37.1,294.9,1015.4,53.3,8.3,346.5,30,10,,2021-06-17T06:38:35,2021-06-17T20:39:14,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-18,22,15.6,19,22,15.6,19,15.2,79.3,1.6,100,12.5,rain,,,37.1,37.1,322.5,1015.2,78.6,6.1,327.1,28.4,10,,2021-06-18T06:38:44,2021-06-18T20:39:30,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-19,22,14.6,18.1,22,14.6,18.1,12.8,72.3,0,0,0,,,,59.4,40.7,311.6,1015.6,49.5,6,362.5,31.3,10,,2021-06-19T06:38:54,2021-06-19T20:39:45,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-20,22.1,14.7,18.4,22.1,14.7,18.4,13.5,74.8,0,0,0,,,,25.9,37.1,298.6,1015.3,35.9,6.7,361.9,31.4,10,,2021-06-20T06:39:06,2021-06-20T20:39:59,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-21,27,15.6,19.9,26.6,15.6,19.9,14,72.4,0,0,0,,,,25.9,35.3,294,1015.1,23.7,7.8,363,31.3,10,,2021-06-21T06:39:18,2021-06-21T20:40:12,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-22,24,15.7,19.1,24,15.7,19.1,14.4,76.4,0,0,0,,,,27.7,42.5,304.5,1015.5,38.8,6.7,361.7,31.3,10,,2021-06-22T06:39:32,2021-06-22T20:40:24,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-23,24,15.2,19,24,15.2,19,14.3,76.3,0,0,0,,,,27.7,35.3,294.3,1013.8,29,6.7,367,31.8,10,,2021-06-23T06:39:47,2021-06-23T20:40:34,0.49,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-24,22,15.9,18.2,22,15.9,18.2,15.9,87.3,0.6,100,12.5,rain,,,22.3,27.4,265.8,1014.6,56.6,4.5,351.2,30.4,10,,2021-06-24T06:40:03,2021-06-24T20:40:43,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-25,25,15.9,20,25,15.9,20,16,79.1,0.1,100,4.17,rain,,,20.5,25.9,232.7,1016,43.4,6.6,363.5,31.4,10,,2021-06-25T06:40:19,2021-06-25T20:40:51,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-26,33,15.7,21,32.3,15.7,21,15.8,76.1,0,0,0,,,,35.3,31.7,230.1,1015.5,20.8,7.2,367.9,31.6,10,,2021-06-26T06:40:37,2021-06-26T20:40:58,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-27,30,17.2,20.9,29.7,17.2,20.9,16.1,76,0.1,100,4.17,rain,,,35.3,37.1,274.6,1015.2,28.7,5,361.3,31.2,10,,2021-06-27T06:40:56,2021-06-27T20:41:04,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-28,25,15.9,19.5,25,15.9,19.5,15.2,78.1,0,0,0,,,,55.4,37.1,280.8,1016,27.9,5.5,369.5,32,10,,2021-06-28T06:41:16,2021-06-28T20:41:08,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-29,27,14.5,19.3,27,14.5,19.3,14.5,76.4,0,0,0,,,,29.5,42.5,287.9,1014.2,17.1,5.2,370.3,32.1,10,,2021-06-29T06:41:37,2021-06-29T20:41:10,0.64,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-06-30,23,15.7,18.5,23,15.7,18.5,15.5,84,0,0,0,,,,25.9,25.9,270.6,1014.9,38.4,4.9,350.9,30.3,10,,2021-06-30T06:41:58,2021-06-30T20:41:12,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-01,30,15,20.4,30,15,20.5,15.4,76.1,0,0,0,,,,31.7,24.1,258.9,1016,13.8,7.2,336.2,29,10,,2021-07-01T06:42:21,2021-07-01T20:41:12,0.74,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-02,31,16,22,30.6,16,22,15.2,68.6,0,0,0,,,,33.5,24.1,267.4,1015.8,22.3,5.7,331.7,28.6,10,,2021-07-02T06:42:44,2021-07-02T20:41:11,0.78,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-03,31,17,23.3,31,17,23.3,14.5,62,0,0,0,,,,31.7,30.2,254,1015.3,19,5.5,328.8,28.3,10,,2021-07-03T06:43:08,2021-07-03T20:41:08,0.83,Clear,Clear conditions throughout the day.,clear-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-04,26,17,21.3,26,17,21.3,15.8,73.1,0,0,0,,,,31.7,24.1,254,1015,27.9,4.5,336.6,29.2,10,,2021-07-04T06:43:33,2021-07-04T20:41:04,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-05,30,17,22.6,30.4,17,22.7,16.5,71.1,0,0,0,,,,24.1,24.1,245.6,1014.4,26.3,6.1,322.5,28,10,,2021-07-05T06:43:59,2021-07-05T20:40:58,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
"29.2275;-9.46785",2021-07-06,29,17,21.6,29.8,17,21.7,16.4,74.7,0,0,0,,,,24.1,27.4,270.9,1015,28.3,4.8,337.3,29,10,,2021-07-06T06:44:25,2021-07-06T20:40:51,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"60060099999,60270099999,remote,60280099999,GMAG"
